resortId,day,skierId,liftId,time
0,4,1,14,2
0,4,1,6,36
0,4,1,6,46
0,4,1,1,68
0,4,1,2,78
0,4,1,13,95
0,4,1,15,124
0,4,1,2,140
0,4,1,19,161
0,4,1,5,166
0,4,1,17,194
0,4,1,5,210
0,4,1,6,226
0,4,1,7,240
0,4,1,17,263
0,4,1,19,288
0,4,1,19,302
0,4,1,8,320
0,4,1,7,330
0,4,1,3,348
0,4,2,8,15
0,4,2,11,26
0,4,2,1,49
0,4,2,13,55
0,4,2,19,76
0,4,2,4,96
0,4,2,6,126
0,4,2,16,143
0,4,2,16,160
0,4,2,6,180
0,4,2,11,196
0,4,2,19,203
0,4,2,5,220
0,4,2,6,240
0,4,2,7,259
0,4,2,3,280
0,4,2,10,303
0,4,2,6,321
0,4,2,19,332
0,4,2,6,350
0,4,3,10,5
0,4,3,12,29
0,4,3,13,50
0,4,3,15,67
0,4,3,2,73
0,4,3,18,104
0,4,3,17,110
0,4,3,3,138
0,4,3,7,162
0,4,3,8,178
0,4,3,18,188
0,4,3,11,204
0,4,3,6,230
0,4,3,13,247
0,4,3,2,264
0,4,3,15,278
0,4,3,1,295
0,4,3,9,315
0,4,3,14,335
0,4,3,7,354
0,4,4,11,10
0,4,4,6,19
0,4,4,11,54
0,4,4,3,60
0,4,4,8,80
0,4,4,11,102
0,4,4,9,126
0,4,4,1,130
0,4,4,4,153
0,4,4,12,172
0,4,4,3,197
0,4,4,6,209
0,4,4,5,228
0,4,4,11,251
0,4,4,19,253
0,4,4,4,274
0,4,4,17,298
0,4,4,10,311
0,4,4,1,328
0,4,4,1,353
0,4,5,7,16
0,4,5,11,31
0,4,5,17,47
0,4,5,18,64
0,4,5,18,85
0,4,5,19,107
0,4,5,9,120
0,4,5,7,134
0,4,5,13,146
0,4,5,13,170
0,4,5,9,181
0,4,5,20,214
0,4,5,16,233
0,4,5,15,236
0,4,5,8,262
0,4,5,6,272
0,4,5,12,298
0,4,5,8,311
0,4,5,4,328
0,4,5,15,353
0,4,6,16,16
0,4,6,11,36
0,4,6,9,46
0,4,6,9,66
0,4,6,4,81
0,4,6,6,95
0,4,6,14,116
0,4,6,10,140
0,4,6,10,148
0,4,6,15,171
0,4,6,4,198
0,4,6,14,199
0,4,6,1,234
0,4,6,16,248
0,4,6,8,265
0,4,6,14,277
0,4,6,19,305
0,4,6,6,309
0,4,6,18,334
0,4,6,19,358
0,4,7,2,16
0,4,7,19,25
0,4,7,12,54
0,4,7,3,61
0,4,7,1,87
0,4,7,5,107
0,4,7,5,118
0,4,7,4,143
0,4,7,13,158
0,4,7,16,177
0,4,7,19,181
0,4,7,11,207
0,4,7,13,234
0,4,7,20,239
0,4,7,7,262
0,4,7,16,281
0,4,7,20,291
0,4,7,1,307
0,4,7,1,340
0,4,7,1,356
0,4,8,13,11
0,4,8,13,32
0,4,8,8,39
0,4,8,6,69
0,4,8,13,86
0,4,8,6,98
0,4,8,12,124
0,4,8,11,142
0,4,8,2,153
0,4,8,3,169
0,4,8,5,191
0,4,8,9,207
0,4,8,3,234
0,4,8,16,244
0,4,8,8,265
0,4,8,19,278
0,4,8,10,290
0,4,8,20,322
0,4,8,12,329
0,4,8,15,343
0,4,9,18,6
0,4,9,5,35
0,4,9,16,42
0,4,9,5,65
0,4,9,6,79
0,4,9,8,101
0,4,9,3,118
0,4,9,6,143
0,4,9,16,150
0,4,9,6,177
0,4,9,19,191
0,4,9,6,200
0,4,9,3,227
0,4,9,6,245
0,4,9,18,265
0,4,9,10,279
0,4,9,18,297
0,4,9,12,321
0,4,9,11,334
0,4,9,4,350
0,4,10,13,17
0,4,10,6,28
0,4,10,18,50
0,4,10,15,65
0,4,10,7,73
0,4,10,17,106
0,4,10,2,115
0,4,10,12,131
0,4,10,13,153
0,4,10,14,179
0,4,10,20,188
0,4,10,17,204
0,4,10,10,230
0,4,10,14,237
0,4,10,9,258
0,4,10,4,274
0,4,10,7,306
0,4,10,8,311
0,4,10,14,332
0,4,10,10,350
0,4,11,9,12
0,4,11,4,32
0,4,11,15,42
0,4,11,7,56
0,4,11,18,76
0,4,11,4,106
0,4,11,17,126
0,4,11,3,142
0,4,11,10,159
0,4,11,11,178
0,4,11,6,197
0,4,11,15,203
0,4,11,6,228
0,4,11,11,238
0,4,11,2,256
0,4,11,2,285
0,4,11,13,304
0,4,11,5,316
0,4,11,4,338
0,4,11,11,359
0,4,12,16,13
0,4,12,6,36
0,4,12,19,51
0,4,12,13,60
0,4,12,7,90
0,4,12,3,95
0,4,12,8,113
0,4,12,8,131
0,4,12,2,161
0,4,12,9,171
0,4,12,3,198
0,4,12,9,202
0,4,12,16,226
0,4,12,4,250
0,4,12,8,266
0,4,12,16,285
0,4,12,14,295
0,4,12,15,319
0,4,12,15,326
0,4,12,10,347
0,4,13,8,16
0,4,13,6,31
0,4,13,2,52
0,4,13,4,70
0,4,13,8,86
0,4,13,13,91
0,4,13,12,114
0,4,13,19,132
0,4,13,7,145
0,4,13,15,166
0,4,13,14,196
0,4,13,10,202
0,4,13,11,223
0,4,13,5,249
0,4,13,13,263
0,4,13,17,279
0,4,13,19,295
0,4,13,20,308
0,4,13,7,338
0,4,13,10,350
0,4,14,19,5
0,4,14,13,23
0,4,14,9,40
0,4,14,14,71
0,4,14,5,77
0,4,14,9,104
0,4,14,4,112
0,4,14,7,141
0,4,14,3,149
0,4,14,4,166
0,4,14,6,181
0,4,14,5,211
0,4,14,20,230
0,4,14,6,241
0,4,14,6,255
0,4,14,1,274
0,4,14,20,291
0,4,14,8,308
0,4,14,13,339
0,4,14,12,355
0,4,15,3,14
0,4,15,15,33
0,4,15,20,43
0,4,15,11,56
0,4,15,6,90
0,4,15,4,96
0,4,15,17,121
0,4,15,20,130
0,4,15,13,146
0,4,15,3,175
0,4,15,9,192
0,4,15,6,207
0,4,15,9,220
0,4,15,20,242
0,4,15,18,253
0,4,15,20,276
0,4,15,8,300
0,4,15,8,322
0,4,15,6,334
0,4,15,17,355
0,4,16,4,12
0,4,16,18,19
0,4,16,20,37
0,4,16,1,60
0,4,16,18,85
0,4,16,1,94
0,4,16,3,120
0,4,16,1,131
0,4,16,17,162
0,4,16,20,174
0,4,16,16,191
0,4,16,20,207
0,4,16,13,223
0,4,16,20,241
0,4,16,19,269
0,4,16,8,288
0,4,16,16,291
0,4,16,2,313
0,4,16,16,328
0,4,16,10,343
0,4,17,3,2
0,4,17,10,21
0,4,17,18,43
0,4,17,7,62
0,4,17,17,78
0,4,17,19,97
0,4,17,11,123
0,4,17,7,139
0,4,17,3,145
0,4,17,19,167
0,4,17,10,188
0,4,17,12,201
0,4,17,17,232
0,4,17,20,239
0,4,17,13,258
0,4,17,10,274
0,4,17,15,303
0,4,17,14,316
0,4,17,10,340
0,4,17,9,359
0,4,18,2,13
0,4,18,9,33
0,4,18,15,50
0,4,18,17,67
0,4,18,5,79
0,4,18,6,98
0,4,18,20,118
0,4,18,12,132
0,4,18,16,155
0,4,18,15,179
0,4,18,13,189
0,4,18,14,199
0,4,18,19,223
0,4,18,16,251
0,4,18,5,254
0,4,18,2,278
0,4,18,2,297
0,4,18,9,324
0,4,18,4,327
0,4,18,2,355
0,4,19,17,9
0,4,19,16,23
0,4,19,17,49
0,4,19,20,59
0,4,19,16,81
0,4,19,18,102
0,4,19,19,117
0,4,19,16,139
0,4,19,10,159
0,4,19,19,169
0,4,19,12,194
0,4,19,7,214
0,4,19,4,230
0,4,19,16,237
0,4,19,13,268
0,4,19,10,274
0,4,19,11,295
0,4,19,2,314
0,4,19,10,329
0,4,19,13,356
0,4,20,12,15
0,4,20,19,28
0,4,20,14,43
0,4,20,3,70
0,4,20,20,90
0,4,20,3,103
0,4,20,9,123
0,4,20,11,135
0,4,20,3,150
0,4,20,8,174
0,4,20,9,194
0,4,20,14,202
0,4,20,18,225
0,4,20,1,240
0,4,20,4,263
0,4,20,7,288
0,4,20,12,292
0,4,20,7,307
0,4,20,1,330
0,4,20,8,355
0,4,21,8,10
0,4,21,9,36
0,4,21,14,40
0,4,21,9,66
0,4,21,20,87
0,4,21,15,93
0,4,21,20,124
0,4,21,19,143
0,4,21,6,145
0,4,21,9,170
0,4,21,11,190
0,4,21,17,210
0,4,21,17,230
0,4,21,6,247
0,4,21,7,255
0,4,21,2,275
0,4,21,8,306
0,4,21,4,324
0,4,21,18,341
0,4,21,9,356
0,4,22,2,14
0,4,22,16,35
0,4,22,14,43
0,4,22,9,71
0,4,22,18,75
0,4,22,18,105
0,4,22,19,118
0,4,22,18,129
0,4,22,19,147
0,4,22,13,172
0,4,22,3,194
0,4,22,12,215
0,4,22,5,217
0,4,22,1,237
0,4,22,12,270
0,4,22,10,277
0,4,22,17,294
0,4,22,16,309
0,4,22,20,327
0,4,22,18,344
0,4,23,13,11
0,4,23,11,35
0,4,23,6,53
0,4,23,14,65
0,4,23,2,75
0,4,23,13,108
0,4,23,15,119
0,4,23,9,142
0,4,23,8,145
0,4,23,11,178
0,4,23,2,190
0,4,23,10,214
0,4,23,18,229
0,4,23,11,244
0,4,23,20,262
0,4,23,15,275
0,4,23,13,292
0,4,23,10,312
0,4,23,17,338
0,4,23,9,345
0,4,24,19,6
0,4,24,18,24
0,4,24,12,45
0,4,24,16,61
0,4,24,6,78
0,4,24,18,101
0,4,24,3,112
0,4,24,1,130
0,4,24,9,148
0,4,24,13,170
0,4,24,15,181
0,4,24,5,209
0,4,24,7,225
0,4,24,2,235
0,4,24,6,254
0,4,24,15,286
0,4,24,11,297
0,4,24,2,322
0,4,24,13,330
0,4,24,8,351
0,4,25,1,15
0,4,25,18,30
0,4,25,7,39
0,4,25,5,68
0,4,25,11,73
0,4,25,8,98
0,4,25,17,121
0,4,25,10,140
0,4,25,15,162
0,4,25,9,173
0,4,25,11,195
0,4,25,6,208
0,4,25,1,234
0,4,25,19,237
0,4,25,15,261
0,4,25,4,286
0,4,25,16,301
0,4,25,13,310
0,4,25,5,332
0,4,25,18,352
0,4,26,9,14
0,4,26,18,27
0,4,26,18,44
0,4,26,12,56
0,4,26,13,89
0,4,26,19,93
0,4,26,16,109
0,4,26,16,137
0,4,26,12,160
0,4,26,16,167
0,4,26,4,197
0,4,26,19,199
0,4,26,13,228
0,4,26,8,242
0,4,26,16,264
0,4,26,13,279
0,4,26,14,306
0,4,26,5,318
0,4,26,19,337
0,4,26,12,360
0,4,27,8,15
0,4,27,10,34
0,4,27,7,54
0,4,27,14,67
0,4,27,11,84
0,4,27,8,92
0,4,27,19,109
0,4,27,6,135
0,4,27,19,147
0,4,27,13,172
0,4,27,4,188
0,4,27,4,204
0,4,27,5,225
0,4,27,6,241
0,4,27,10,257
0,4,27,7,272
0,4,27,12,305
0,4,27,2,314
0,4,27,10,335
0,4,27,6,356
0,4,28,3,3
0,4,28,4,32
0,4,28,19,53
0,4,28,17,58
0,4,28,6,82
0,4,28,7,102
0,4,28,9,111
0,4,28,12,133
0,4,28,1,153
0,4,28,20,173
0,4,28,15,189
0,4,28,9,207
0,4,28,4,225
0,4,28,5,247
0,4,28,7,259
0,4,28,3,275
0,4,28,9,298
0,4,28,12,317
0,4,28,19,331
0,4,28,7,350
0,4,29,12,18
0,4,29,3,25
0,4,29,19,52
0,4,29,16,63
0,4,29,1,84
0,4,29,17,93
0,4,29,8,115
0,4,29,12,133
0,4,29,7,152
0,4,29,1,173
0,4,29,19,196
0,4,29,11,211
0,4,29,19,234
0,4,29,9,250
0,4,29,17,257
0,4,29,14,282
0,4,29,14,299
0,4,29,18,311
0,4,29,9,336
0,4,29,1,359
0,4,30,2,14
0,4,30,16,33
0,4,30,18,48
0,4,30,10,62
0,4,30,19,79
0,4,30,19,97
0,4,30,11,112
0,4,30,12,133
0,4,30,14,159
0,4,30,4,172
0,4,30,19,186
0,4,30,2,205
0,4,30,6,231
0,4,30,5,235
0,4,30,19,256
0,4,30,15,280
0,4,30,13,290
0,4,30,1,314
0,4,30,14,333
0,4,30,9,348
0,4,31,6,14
0,4,31,8,35
0,4,31,3,53
0,4,31,14,55
0,4,31,13,88
0,4,31,7,95
0,4,31,5,112
0,4,31,6,140
0,4,31,2,153
0,4,31,12,168
0,4,31,5,194
0,4,31,13,203
0,4,31,12,229
0,4,31,17,248
0,4,31,15,254
0,4,31,20,285
0,4,31,20,289
0,4,31,15,307
0,4,31,3,340
0,4,31,9,357
0,4,32,4,16
0,4,32,7,23
0,4,32,10,53
0,4,32,18,69
0,4,32,16,88
0,4,32,17,99
0,4,32,6,121
0,4,32,15,128
0,4,32,16,156
0,4,32,15,175
0,4,32,16,184
0,4,32,13,199
0,4,32,4,226
0,4,32,14,237
0,4,32,16,260
0,4,32,15,281
0,4,32,2,296
0,4,32,19,324
0,4,32,11,338
0,4,32,12,344
0,4,33,6,9
0,4,33,8,27
0,4,33,10,47
0,4,33,7,60
0,4,33,14,90
0,4,33,7,101
0,4,33,5,119
0,4,33,7,143
0,4,33,10,148
0,4,33,4,173
0,4,33,3,197
0,4,33,15,205
0,4,33,12,220
0,4,33,19,245
0,4,33,4,253
0,4,33,2,282
0,4,33,14,303
0,4,33,10,316
0,4,33,11,339
0,4,33,11,345
0,4,34,7,17
0,4,34,11,28
0,4,34,9,43
0,4,34,16,65
0,4,34,14,79
0,4,34,20,99
0,4,34,7,117
0,4,34,12,140
0,4,34,6,149
0,4,34,10,180
0,4,34,3,198
0,4,34,20,201
0,4,34,16,233
0,4,34,15,238
0,4,34,8,254
0,4,34,18,282
0,4,34,18,291
0,4,34,4,322
0,4,34,1,331
0,4,34,6,344
0,4,35,13,11
0,4,35,16,27
0,4,35,4,52
0,4,35,11,56
0,4,35,19,87
0,4,35,14,91
0,4,35,3,125
0,4,35,15,130
0,4,35,5,162
0,4,35,2,173
0,4,35,6,188
0,4,35,1,214
0,4,35,14,226
0,4,35,14,252
0,4,35,9,263
0,4,35,14,280
0,4,35,15,297
0,4,35,6,312
0,4,35,1,332
0,4,35,8,344
0,4,36,8,12
0,4,36,6,33
0,4,36,19,38
0,4,36,17,72
0,4,36,18,81
0,4,36,19,97
0,4,36,8,120
0,4,36,3,143
0,4,36,19,160
0,4,36,3,177
0,4,36,12,193
0,4,36,3,205
0,4,36,5,229
0,4,36,7,246
0,4,36,3,263
0,4,36,1,288
0,4,36,17,302
0,4,36,10,311
0,4,36,13,328
0,4,36,6,354
0,4,37,4,18
0,4,37,6,35
0,4,37,7,45
0,4,37,3,62
0,4,37,20,88
0,4,37,1,93
0,4,37,13,120
0,4,37,9,132
0,4,37,10,149
0,4,37,9,178
0,4,37,2,184
0,4,37,8,204
0,4,37,2,228
0,4,37,5,249
0,4,37,7,253
0,4,37,10,282
0,4,37,20,304
0,4,37,9,307
0,4,37,15,337
0,4,37,2,359
0,4,38,10,4
0,4,38,19,33
0,4,38,17,54
0,4,38,9,64
0,4,38,16,80
0,4,38,9,96
0,4,38,5,119
0,4,38,6,144
0,4,38,14,150
0,4,38,3,178
0,4,38,15,195
0,4,38,8,215
0,4,38,16,231
0,4,38,5,240
0,4,38,20,254
0,4,38,2,276
0,4,38,7,300
0,4,38,16,307
0,4,38,13,336
0,4,38,18,349
0,4,39,2,10
0,4,39,2,25
0,4,39,9,41
0,4,39,2,66
0,4,39,6,73
0,4,39,13,104
0,4,39,17,115
0,4,39,3,141
0,4,39,18,155
0,4,39,16,164
0,4,39,6,188
0,4,39,16,213
0,4,39,19,226
0,4,39,12,244
0,4,39,11,263
0,4,39,10,277
0,4,39,14,296
0,4,39,2,309
0,4,39,19,336
0,4,39,2,351
0,4,40,4,17
0,4,40,13,30
0,4,40,3,39
0,4,40,17,70
0,4,40,10,74
0,4,40,20,96
0,4,40,16,118
0,4,40,3,128
0,4,40,10,160
0,4,40,10,164
0,4,40,13,193
0,4,40,3,213
0,4,40,17,221
0,4,40,10,237
0,4,40,11,268
0,4,40,3,282
0,4,40,7,294
0,4,40,13,318
0,4,40,8,338
0,4,40,16,356
0,4,41,6,13
0,4,41,12,25
0,4,41,15,51
0,4,41,12,67
0,4,41,9,89
0,4,41,13,96
0,4,41,14,109
0,4,41,19,129
0,4,41,4,154
0,4,41,9,174
0,4,41,1,185
0,4,41,4,215
0,4,41,17,232
0,4,41,2,249
0,4,41,10,270
0,4,41,9,276
0,4,41,10,293
0,4,41,17,309
0,4,41,17,328
0,4,41,9,344
0,4,42,17,6
0,4,42,12,32
0,4,42,5,51
0,4,42,12,55
0,4,42,12,76
0,4,42,18,97
0,4,42,11,124
0,4,42,19,143
0,4,42,1,161
0,4,42,17,177
0,4,42,5,189
0,4,42,11,199
0,4,42,12,227
0,4,42,9,246
0,4,42,20,260
0,4,42,12,282
0,4,42,15,303
0,4,42,19,312
0,4,42,20,328
0,4,42,1,343
0,4,43,5,8
