0,999,1,33,16
0,999,1,32,19
0,999,1,21,38
0,999,1,1,57
0,999,1,39,73
0,999,1,12,100
0,999,1,38,118
0,999,1,20,137
0,999,1,34,153
0,999,1,5,172
0,999,1,16,183
0,999,1,4,213
0,999,1,35,221
0,999,1,15,238
0,999,1,25,253
0,999,1,13,281
0,999,1,2,289
0,999,1,38,323
0,999,1,24,342
0,999,1,27,343
0,999,2,4,12
0,999,2,6,34
0,999,2,34,40
0,999,2,5,59
0,999,2,14,77
0,999,2,36,95
0,999,2,18,114
0,999,2,20,128
0,999,2,26,156
0,999,2,32,172
0,999,2,16,198
0,999,2,37,203
0,999,2,34,234
0,999,2,21,240
0,999,2,2,264
0,999,2,2,283
0,999,2,35,295
0,999,2,14,313
0,999,2,14,327
0,999,2,9,351
0,999,3,31,15
0,999,3,10,20
0,999,3,6,48
0,999,3,30,68
0,999,3,39,76
0,999,3,10,98
0,999,3,29,116
0,999,3,6,139
0,999,3,24,151
0,999,3,30,167
0,999,3,36,196
0,999,3,34,207
0,999,3,4,230
0,999,3,17,247
0,999,3,26,257
0,999,3,24,288
0,999,3,24,298
0,999,3,10,322
0,999,3,2,333
0,999,3,19,343
0,999,4,23,17
0,999,4,13,26
0,999,4,32,37
0,999,4,37,69
0,999,4,23,85
0,999,4,35,108
0,999,4,33,124
0,999,4,26,140
0,999,4,16,153
0,999,4,15,179
0,999,4,23,184
0,999,4,11,206
0,999,4,16,222
0,999,4,3,247
0,999,4,20,256
0,999,4,17,275
0,999,4,34,295
0,999,4,27,320
0,999,4,24,338
0,999,4,3,353
0,999,5,31,15
0,999,5,26,36
0,999,5,31,51
0,999,5,36,55
0,999,5,32,75
0,999,5,1,97
0,999,5,24,123
0,999,5,27,134
0,999,5,29,160
0,999,5,2,180
0,999,5,12,188
0,999,5,34,204
0,999,5,28,222
0,999,5,26,239
0,999,5,15,267
0,999,5,20,284
0,999,5,31,289
0,999,5,17,322
0,999,5,27,328
0,999,5,18,348
0,999,6,23,15
0,999,6,6,28
0,999,6,23,38
0,999,6,18,62
0,999,6,28,79
0,999,6,19,96
0,999,6,36,112
0,999,6,9,136
0,999,6,14,154
0,999,6,14,173
0,999,6,10,195
0,999,6,29,215
0,999,6,19,234
0,999,6,2,243
0,999,6,24,260
0,999,6,21,275
0,999,6,5,304
0,999,6,2,322
0,999,6,38,326
0,999,6,1,356
0,999,7,10,5
0,999,7,2,21
0,999,7,3,38
0,999,7,20,72
0,999,7,38,77
0,999,7,21,105
0,999,7,11,119
0,999,7,24,143
0,999,7,16,161
0,999,7,13,176
0,999,7,18,188
0,999,7,39,207
0,999,7,18,234
0,999,7,38,247
0,999,7,22,269
0,999,7,38,277
0,999,7,20,290
0,999,7,40,307
0,999,7,33,332
0,999,7,14,348
0,999,8,39,8
0,999,8,25,25
0,999,8,36,45
0,999,8,28,66
0,999,8,15,81
0,999,8,25,96
0,999,8,40,121
0,999,8,10,133
0,999,8,20,151
0,999,8,23,180
0,999,8,22,195
0,999,8,2,199
0,999,8,24,226
0,999,8,26,238
0,999,8,28,258
0,999,8,22,288
0,999,8,39,296
0,999,8,6,318
0,999,8,22,325
0,999,8,6,353
0,999,9,6,13
0,999,9,33,36
0,999,9,36,50
0,999,9,9,69
