resortId,day,skierId,liftId,time
0,3,1,14,15
0,3,1,17,23
0,3,1,1,44
0,3,1,1,65
0,3,1,18,83
0,3,1,20,107
0,3,1,1,124
0,3,1,7,140
0,3,1,6,147
0,3,1,15,178
0,3,1,9,188
0,3,1,7,214
0,3,1,2,233
0,3,1,12,248
0,3,1,19,264
0,3,1,5,281
0,3,1,11,306
0,3,1,14,310
0,3,1,5,335
0,3,1,8,352
0,3,2,2,5
0,3,2,4,34
0,3,2,17,45
0,3,2,5,65
0,3,2,19,78
0,3,2,10,98
0,3,2,18,116
0,3,2,1,143
0,3,2,18,150
0,3,2,15,163
0,3,2,12,184
0,3,2,1,207
0,3,2,15,230
0,3,2,18,235
0,3,2,6,261
0,3,2,16,278
0,3,2,13,297
0,3,2,6,323
0,3,2,11,330
0,3,2,2,349
0,3,3,19,13
0,3,3,14,19
0,3,3,6,42
0,3,3,10,65
0,3,3,15,74
0,3,3,3,107
0,3,3,4,120
0,3,3,15,128
0,3,3,13,151
0,3,3,13,171
0,3,3,19,191
0,3,3,17,216
0,3,3,12,234
0,3,3,15,247
0,3,3,19,254
0,3,3,20,278
0,3,3,16,294
0,3,3,11,316
0,3,3,4,329
0,3,3,12,354
0,3,4,17,5
0,3,4,12,22
0,3,4,18,41
0,3,4,15,62
0,3,4,20,81
0,3,4,15,91
0,3,4,12,113
0,3,4,1,130
0,3,4,14,147
0,3,4,16,166
0,3,4,7,187
0,3,4,16,214
0,3,4,16,234
0,3,4,10,237
0,3,4,7,266
0,3,4,15,287
0,3,4,17,293
0,3,4,16,321
0,3,4,11,333
0,3,4,18,348
0,3,5,15,1
0,3,5,14,25
0,3,5,2,52
0,3,5,1,69
0,3,5,7,76
0,3,5,1,93
0,3,5,20,116
0,3,5,8,143
0,3,5,12,145
0,3,5,4,180
0,3,5,19,190
0,3,5,9,215
0,3,5,20,218
0,3,5,20,246
0,3,5,2,255
0,3,5,5,285
0,3,5,11,304
0,3,5,14,311
0,3,5,8,329
0,3,5,2,360
0,3,6,18,2
0,3,6,15,20
0,3,6,14,41
0,3,6,16,63
0,3,6,5,87
0,3,6,1,102
0,3,6,4,124
0,3,6,18,138
0,3,6,9,162
0,3,6,1,179
0,3,6,15,185
0,3,6,10,200
0,3,6,6,222
0,3,6,10,246
0,3,6,19,253
0,3,6,12,272
0,3,6,13,300
0,3,6,17,312
0,3,6,17,339
0,3,6,5,354
0,3,7,8,5
0,3,7,12,30
0,3,7,19,53
0,3,7,9,55
0,3,7,19,73
0,3,7,20,105
0,3,7,17,126
0,3,7,14,141
0,3,7,1,154
0,3,7,13,176
0,3,7,7,183
0,3,7,2,216
0,3,7,4,232
0,3,7,17,252
0,3,7,11,253
0,3,7,3,271
0,3,7,10,300
0,3,7,18,319
0,3,7,3,325
0,3,7,19,359
0,3,8,5,12
0,3,8,6,26
0,3,8,5,45
0,3,8,10,72
0,3,8,11,78
0,3,8,10,108
0,3,8,5,119
0,3,8,12,142
0,3,8,1,162
0,3,8,18,178
0,3,8,18,185
0,3,8,6,211
0,3,8,16,230
0,3,8,1,251
0,3,8,1,253
0,3,8,10,275
0,3,8,16,295
0,3,8,7,320
0,3,8,3,336
0,3,8,14,358
0,3,9,4,3
0,3,9,11,21
0,3,9,20,47
0,3,9,2,64
0,3,9,10,74
0,3,9,8,107
0,3,9,14,118
0,3,9,5,127
0,3,9,16,162
0,3,9,15,169
0,3,9,17,196
0,3,9,20,213
0,3,9,6,229
0,3,9,16,247
0,3,9,19,266
0,3,9,19,283
0,3,9,10,298
0,3,9,12,308
0,3,9,6,330
0,3,9,17,347
0,3,10,2,6
0,3,10,12,27
0,3,10,4,50
0,3,10,19,66
0,3,10,17,86
0,3,10,9,99
0,3,10,9,110
0,3,10,15,127
0,3,10,8,148
0,3,10,10,177
0,3,10,5,189
0,3,10,3,213
0,3,10,9,229
0,3,10,18,236
0,3,10,19,256
0,3,10,18,280
0,3,10,17,299
0,3,10,12,308
0,3,10,9,335
0,3,10,20,346
0,3,11,16,11
0,3,11,4,32
0,3,11,18,50
0,3,11,5,63
0,3,11,9,89
0,3,11,15,91
0,3,11,12,112
0,3,11,15,140
0,3,11,8,148
0,3,11,2,178
0,3,11,16,185
0,3,11,9,208
0,3,11,18,232
0,3,11,8,242
0,3,11,5,260
0,3,11,8,272
0,3,11,4,300
0,3,11,11,316
0,3,11,4,326
0,3,11,16,350
0,3,12,16,12
0,3,12,7,23
0,3,12,5,45
0,3,12,16,57
0,3,12,4,74
0,3,12,20,98
0,3,12,6,120
0,3,12,10,131
0,3,12,20,154
0,3,12,17,179
0,3,12,18,184
0,3,12,3,205
0,3,12,7,226
0,3,12,7,247
0,3,12,1,265
0,3,12,18,281
0,3,12,14,301
0,3,12,19,316
0,3,12,2,328
0,3,12,11,358
0,3,13,7,1
0,3,13,17,27
0,3,13,5,52
0,3,13,13,66
0,3,13,8,78
0,3,13,13,103
0,3,13,5,125
0,3,13,20,136
0,3,13,10,156
0,3,13,2,165
0,3,13,14,185
0,3,13,15,203
0,3,13,3,234
0,3,13,20,242
0,3,13,2,265
0,3,13,11,272
0,3,13,3,306
0,3,13,1,320
0,3,13,15,330
0,3,13,16,344
0,3,14,20,1
0,3,14,17,32
0,3,14,15,40
0,3,14,15,60
0,3,14,15,83
0,3,14,2,108
0,3,14,3,114
0,3,14,17,133
0,3,14,7,155
0,3,14,18,163
0,3,14,8,191
0,3,14,5,210
0,3,14,6,234
0,3,14,5,251
0,3,14,11,254
0,3,14,12,277
0,3,14,8,303
0,3,14,19,324
0,3,14,12,338
0,3,14,3,343
0,3,15,11,7
0,3,15,2,23
0,3,15,6,37
0,3,15,8,58
0,3,15,15,80
0,3,15,9,101
0,3,15,14,126
0,3,15,11,139
0,3,15,12,161
0,3,15,17,164
0,3,15,19,196
0,3,15,19,214
0,3,15,18,232
0,3,15,10,235
0,3,15,11,258
0,3,15,12,278
0,3,15,10,306
0,3,15,16,307
0,3,15,2,331
0,3,15,8,345
0,3,16,20,18
0,3,16,20,29
0,3,16,4,52
0,3,16,18,57
0,3,16,18,78
0,3,16,7,106
0,3,16,6,118
0,3,16,7,138
0,3,16,6,160
0,3,16,11,172
0,3,16,12,186
0,3,16,18,203
0,3,16,4,222
0,3,16,15,245
0,3,16,19,266
0,3,16,6,282
0,3,16,11,296
0,3,16,20,314
0,3,16,13,326
