0,5,1,20,14
0,5,1,11,23
0,5,1,13,41
0,5,1,11,71
0,5,1,17,81
0,5,1,6,98
0,5,1,11,116
0,5,1,3,137
0,5,1,11,150
0,5,1,5,174
0,5,1,7,191
0,5,1,6,211
0,5,1,17,231
0,5,1,2,252
0,5,1,6,270
0,5,1,2,272
0,5,1,1,292
0,5,1,17,308
0,5,1,8,340
0,5,1,3,346
0,5,2,4,13
0,5,2,18,25
0,5,2,3,44
0,5,2,5,58
0,5,2,19,75
0,5,2,13,106
0,5,2,14,125
0,5,2,10,137
0,5,2,1,155
0,5,2,18,177
0,5,2,8,184
0,5,2,5,212
0,5,2,18,229
0,5,2,16,250
0,5,2,12,265
0,5,2,10,283
0,5,2,13,292
0,5,2,19,321
0,5,2,8,340
0,5,2,13,353
0,5,3,1,2
0,5,3,8,21
0,5,3,12,46
0,5,3,16,64
0,5,3,3,83
0,5,3,13,104
0,5,3,2,125
0,5,3,15,130
0,5,3,12,161
0,5,3,18,174
0,5,3,8,194
0,5,3,11,204
0,5,3,11,218
0,5,3,18,236
0,5,3,8,264
0,5,3,3,284
0,5,3,10,306
0,5,3,6,323
0,5,3,6,330
0,5,3,13,357
0,5,4,11,14
0,5,4,9,22
0,5,4,14,41
0,5,4,12,57
0,5,4,12,78
0,5,4,1,101
0,5,4,10,125
0,5,4,16,138
0,5,4,12,146
0,5,4,1,173
0,5,4,6,195
0,5,4,14,206
0,5,4,12,229
0,5,4,3,252
0,5,4,18,266
0,5,4,11,288
0,5,4,1,299
0,5,4,1,319
0,5,4,1,339
0,5,4,2,344
0,5,5,11,2
0,5,5,10,26
0,5,5,15,38
0,5,5,20,68
0,5,5,14,87
0,5,5,3,91
0,5,5,13,123
0,5,5,5,127
0,5,5,11,145
0,5,5,13,167
0,5,5,3,185
0,5,5,15,200
0,5,5,10,222
0,5,5,7,252
0,5,5,6,265
0,5,5,17,272
0,5,5,6,294
0,5,5,8,317
0,5,5,19,342
0,5,5,3,358
0,5,6,6,17
0,5,6,16,30
0,5,6,12,44
0,5,6,20,58
0,5,6,6,88
0,5,6,20,102
0,5,6,5,125
0,5,6,2,139
0,5,6,4,156
0,5,6,17,179
0,5,6,15,193
0,5,6,2,204
0,5,6,13,234
0,5,6,5,241
0,5,6,8,257
0,5,6,13,281
0,5,6,10,289
0,5,6,16,323
0,5,6,17,325
0,5,6,11,357
0,5,7,4,7
0,5,7,9,24
0,5,7,15,45
0,5,7,6,70
0,5,7,17,88
0,5,7,9,104
0,5,7,5,112
0,5,7,16,143
0,5,7,14,162
0,5,7,6,179
0,5,7,2,182
0,5,7,9,213
0,5,7,10,234
0,5,7,18,249
0,5,7,16,263
0,5,7,17,286
0,5,7,8,302
0,5,7,13,321
0,5,7,19,332
0,5,7,10,351
0,5,8,12,8
0,5,8,1,21
0,5,8,10,49
0,5,8,4,71
0,5,8,20,89
0,5,8,18,97
0,5,8,7,126
0,5,8,16,142
0,5,8,6,145
0,5,8,2,176
0,5,8,1,198
0,5,8,17,208
0,5,8,6,220
0,5,8,4,241
0,5,8,17,253
0,5,8,13,281
0,5,8,13,299
0,5,8,6,307
0,5,8,14,339
0,5,8,6,360
0,5,9,9,3
0,5,9,1,27
0,5,9,11,49
0,5,9,11,71
0,5,9,20,89
0,5,9,17,97
0,5,9,19,109
0,5,9,10,143
0,5,9,10,154
0,5,9,6,170
0,5,9,3,197
0,5,9,15,211
0,5,9,18,232
0,5,9,7,250
0,5,9,17,255
0,5,9,2,273
0,5,9,9,295
0,5,9,13,312
0,5,9,10,329
0,5,9,17,350
0,5,10,4,3
0,5,10,2,36
0,5,10,6,45
0,5,10,15,68
0,5,10,5,90
0,5,10,8,99
0,5,10,9,113
0,5,10,1,134
0,5,10,19,152
0,5,10,1,172
0,5,10,3,190
0,5,10,15,211
0,5,10,4,227
0,5,10,6,240
0,5,10,1,270
0,5,10,1,274
0,5,10,11,301
0,5,10,4,307
0,5,10,17,325
0,5,10,8,343
0,5,11,13,4
0,5,11,1,29
0,5,11,7,44
0,5,11,1,55
0,5,11,6,83
0,5,11,19,102
0,5,11,6,110
0,5,11,3,135
0,5,11,16,150
0,5,11,9,170
0,5,11,1,188
0,5,11,12,204
0,5,11,7,221
0,5,11,19,243
0,5,11,12,259
0,5,11,7,280
0,5,11,9,302
0,5,11,20,316
0,5,11,13,336
0,5,11,19,346
0,5,12,5,13
0,5,12,10,28
0,5,12,4,37
0,5,12,7,57
0,5,12,19,85
0,5,12,4,95
0,5,12,5,112
0,5,12,13,129
0,5,12,10,162
0,5,12,2,179
0,5,12,13,184
0,5,12,1,216
0,5,12,1,228
0,5,12,10,240
0,5,12,17,262
0,5,12,4,279
0,5,12,3,294
0,5,12,10,313
0,5,12,12,342
0,5,12,17,353
0,5,13,8,9
0,5,13,14,36
0,5,13,14,54
0,5,13,4,63
0,5,13,6,77
0,5,13,12,107
0,5,13,15,122
0,5,13,19,132
0,5,13,18,151
0,5,13,12,172
0,5,13,5,193
0,5,13,6,211
0,5,13,18,225
0,5,13,14,236
0,5,13,5,263
0,5,13,8,271
0,5,13,12,304
0,5,13,15,319
0,5,13,10,332
0,5,13,13,348
0,5,14,15,17
0,5,14,3,19
0,5,14,8,49
0,5,14,4,68
0,5,14,4,80
0,5,14,12,103
0,5,14,7,118
0,5,14,20,127
0,5,14,8,154
0,5,14,4,163
0,5,14,18,192
0,5,14,18,200
0,5,14,1,231
0,5,14,13,241
0,5,14,6,266
0,5,14,9,273
0,5,14,17,291
0,5,14,15,312
0,5,14,9,330
0,5,14,20,359
0,5,15,3,17
0,5,15,6,21
0,5,15,3,49
0,5,15,2,62
0,5,15,3,82
0,5,15,4,93
0,5,15,10,112
0,5,15,5,133
0,5,15,16,149
0,5,15,16,164
0,5,15,16,194
0,5,15,18,206
0,5,15,20,229
0,5,15,17,247
0,5,15,10,270
0,5,15,4,275
0,5,15,17,291
0,5,15,16,322
0,5,15,7,334
0,5,15,3,346
0,5,16,3,16
0,5,16,9,36
0,5,16,5,44
0,5,16,2,55
0,5,16,17,80
0,5,16,10,93
0,5,16,19,117
0,5,16,17,133
0,5,16,17,162
0,5,16,2,179
0,5,16,2,189
0,5,16,19,202
0,5,16,18,221
0,5,16,17,247
0,5,16,3,269
0,5,16,6,281
0,5,16,14,302
0,5,16,9,320
0,5,16,6,335
0,5,16,14,347
0,5,17,14,7
0,5,17,1,25
0,5,17,13,52
0,5,17,16,71
0,5,17,1,79
0,5,17,17,91
0,5,17,10,116
0,5,17,15,144
0,5,17,7,158
0,5,17,4,179
0,5,17,9,189
0,5,17,3,214
0,5,17,16,222
0,5,17,14,252
0,5,17,14,256
0,5,17,8,275
0,5,17,6,295
0,5,17,18,316
0,5,17,9,325
0,5,17,7,356
0,5,18,17,15
0,5,18,6,35
0,5,18,6,37
0,5,18,9,66
0,5,18,19,78
0,5,18,4,93
0,5,18,5,125
0,5,18,5,140
0,5,18,7,162
0,5,18,4,178
0,5,18,4,188
0,5,18,18,216
0,5,18,6,220
0,5,18,18,244
0,5,18,16,264
0,5,18,3,285
0,5,18,9,294
0,5,18,3,319
0,5,18,5,326
0,5,18,14,358
0,5,19,12,16
0,5,19,3,31
0,5,19,19,50
0,5,19,8,57
0,5,19,8,78
0,5,19,18,108
0,5,19,7,123
0,5,19,18,130
0,5,19,11,155
0,5,19,13,166
0,5,19,9,185
0,5,19,8,207
0,5,19,8,231
0,5,19,4,249
0,5,19,6,262
0,5,19,15,274
0,5,19,19,291
0,5,19,2,312
0,5,19,3,325
0,5,19,3,359
0,5,20,19,6
0,5,20,7,36
0,5,20,9,47
0,5,20,3,71
0,5,20,20,74
0,5,20,11,95
0,5,20,15,112
0,5,20,1,138
0,5,20,8,151
0,5,20,12,174
0,5,20,20,187
0,5,20,8,213
0,5,20,6,234
0,5,20,16,240
0,5,20,18,253
0,5,20,15,273
0,5,20,2,297
0,5,20,10,320
0,5,20,12,330
0,5,20,14,357
0,5,21,7,16
0,5,21,2,32
0,5,21,20,50
0,5,21,10,61
0,5,21,18,73
0,5,21,16,98
0,5,21,9,119
0,5,21,14,132
0,5,21,1,149
0,5,21,4,171
0,5,21,9,196
0,5,21,11,203
0,5,21,13,223
0,5,21,18,244
0,5,21,6,270
0,5,21,17,281
0,5,21,7,298
0,5,21,13,322
0,5,21,14,327
0,5,21,9,359
0,5,22,12,10
0,5,22,5,32
0,5,22,18,43
0,5,22,16,71
0,5,22,8,85
0,5,22,15,94
0,5,22,13,123
0,5,22,9,141
0,5,22,7,147
0,5,22,17,176
0,5,22,5,193
0,5,22,16,215
0,5,22,16,221
0,5,22,15,252
0,5,22,7,270
0,5,22,13,287
0,5,22,19,299
0,5,22,5,315
0,5,22,13,329
0,5,22,2,352
0,5,23,5,16
0,5,23,7,25
0,5,23,1,49
0,5,23,5,61
0,5,23,2,86
0,5,23,11,93
0,5,23,4,119
0,5,23,20,131
0,5,23,7,152
0,5,23,2,166
0,5,23,6,187
0,5,23,13,209
0,5,23,12,230
0,5,23,6,248
0,5,23,15,269
0,5,23,18,285
0,5,23,12,297
0,5,23,20,319
0,5,23,4,336
0,5,23,15,359
0,5,24,19,17
0,5,24,1,32
0,5,24,16,51
0,5,24,9,56
0,5,24,1,86
0,5,24,16,99
0,5,24,20,113
0,5,24,16,133
0,5,24,1,159
0,5,24,8,176
0,5,24,15,184
0,5,24,4,201
0,5,24,10,228
0,5,24,8,246
0,5,24,12,255
0,5,24,5,280
0,5,24,11,296
0,5,24,9,321
0,5,24,2,329
0,5,24,4,346
0,5,25,8,9
0,5,25,17,26
0,5,25,19,50
0,5,25,4,63
0,5,25,16,89
0,5,25,13,91
0,5,25,11,114
0,5,25,3,139
0,5,25,2,153
0,5,25,6,176
0,5,25,1,193
0,5,25,17,202
0,5,25,14,228
0,5,25,10,252
0,5,25,7,260
0,5,25,1,283
0,5,25,1,292
0,5,25,3,313
0,5,25,14,328
0,5,25,3,351
0,5,26,1,1
0,5,26,8,24
0,5,26,10,48
0,5,26,15,60
0,5,26,7,86
0,5,26,17,103
0,5,26,5,110
0,5,26,18,143
0,5,26,10,152
0,5,26,15,168
0,5,26,1,196
0,5,26,10,216
0,5,26,17,233
0,5,26,17,246
0,5,26,8,258
0,5,26,4,286
0,5,26,2,304
0,5,26,19,319
0,5,26,14,334
0,5,26,8,358
0,5,27,10,3
0,5,27,10,35
0,5,27,10,44
0,5,27,16,72
0,5,27,16,86
0,5,27,16,92
0,5,27,19,117
0,5,27,3,138
0,5,27,9,160
0,5,27,4,175
0,5,27,19,182
0,5,27,19,203
0,5,27,14,231
0,5,27,9,252
0,5,27,1,270
0,5,27,20,288
0,5,27,2,301
0,5,27,7,308
0,5,27,5,341
0,5,27,5,360
0,5,28,18,7
0,5,28,15,34
0,5,28,8,54
0,5,28,17,55
0,5,28,1,90
0,5,28,14,103
0,5,28,8,124
0,5,28,16,128
0,5,28,16,156
0,5,28,6,174
0,5,28,12,189
0,5,28,9,210
0,5,28,6,233
